"Fav","CPID","Payer Name","Eligibility RealtimePayer ID","Payer ID","Portal Avail","Claim Type","State","Connectivity Available (CS, E)","2nd Level Auth (CS, E)","Enrollment Required","2nd CL","C","R","E","CS","A","ARS","AR","Paper CPID","Claim Status Payer ID","Claim Status Portal ID","Eligibility Portal ID","Claim Insurance Type","Claim Surcharge Amount","Attachment Type","Attachment Delivery Method","CS Transmission Type","Must Submit Claims to CH","Remit Pass-through Fee"
"No","2571","IOWA MEDICAID","IACAID","18049","E:https://ime-ediss.noridian.com/iowaxchange/logondisplay.do","Institutional","IA","E, B","N/A, N","C,R,CS","Yes","Yes","Yes","Yes","Yes","No","No","No","4352","2571","","IACAI1","Medicaid","",,"","Batch","Yes",""
"No","3540","IDAHO BLUE SHIELD REGENCE","IDBCS","00611","","Institutional","ID","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4353","IDBCS","","","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","7426","IDAHO BLUE SHIELD REGENCE","IDBCS","00611","","Professional","ID","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4323","IDBCS","","","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","5582","BLUE CROSS OF IDAHO","IDBLCB","BLUEC","","Institutional","","N/A, E","N/A, N/A","C,R","Yes","Yes","Yes","Yes","No","No","No","No","4353","","","","Blue Cross/Blue Shield","",,"",,"",""
"No","5582","CAREPOINT","IDBLCB","BLUEC","","Institutional","ID","N/A, E","N/A, N/A","C,R","Yes","Yes","Yes","Yes","No","No","No","No","4353","","","","Commercial/HMO","",,"",,"",""
"No","5582","IDAHO BLUE CROSS BOISE","IDBLCB","BLUEC","","Institutional","","N/A, E","N/A, N/A","C,R","Yes","Yes","Yes","Yes","No","No","No","No","4353","","","","Blue Cross/Blue Shield","",,"",,"",""
"No","7430","IDAHO BLUE CROSS BOISE","IDBLCB","BLUEC","","Professional","","N/A, E","N/A, N/A","C,R","Yes","Yes","Yes","Yes","No","No","No","No","4303","","","","Blue Cross/Blue Shield","",,"",,"",""
"No","7430","CAREPOINT","IDBLCB","BLUEC","","Professional","ID","N/A, E","N/A, N/A","C,R","Yes","Yes","Yes","Yes","No","No","No","No","4303","","","","Commercial/HMO","",,"",,"",""
"No","7430","BLUE CROSS OF IDAHO","IDBLCB","BLUEC","","Professional","","N/A, E","N/A, N/A","C,R","Yes","Yes","Yes","Yes","No","No","No","No","4303","","","","Blue Cross/Blue Shield","",,"",,"",""
"No","5583","IDAHO MEDICAID","IDCAID","ID_MMIS_4_DXCMS","","Institutional","ID","E, E","N/A, N/A","C,R,E","Yes","Yes","Yes","Yes","Yes","No","No","No","1386","5583","","","Medicaid","",,"","Batch","",""
"No","7427","IDAHO MEDICAID","IDCAID","ID_MMIS_4_DXCMS","","Professional","ID","E, E","N/A, N/A","C,R,E","Yes","Yes","Yes","Yes","Yes","No","No","No","4322","7427","","","Medicaid","",,"","Batch","",""
"No","6589","INLAND EMPIRE HEALTH PLAN - DOS AFTER 3/31/18","IEHP","IEHP1","E:https://www.iehp.org/secure_site/cms/frames/index_prov.asp?type=login","Institutional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","IEHP1","Commercial/HMO","",,"",,"",""
"No","7743","INLAND EMPIRE HEALTH PLAN - DOS AFTER 3/31/18","IEHP","IEHP1","E:https://www.iehp.org/secure_site/cms/frames/index_prov.asp?type=login","Professional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","IEHP1","Commercial/HMO","",,"",,"",""
"No","1405","BLUE CROSS COMMUNITY FAMILY HEALTH PLAN","ILBCBS","00621","","Professional","IL","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4323","ILBCBS","","","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","1405","ILLINOIS BLUE SHIELD","ILBCBS","00621","","Professional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4323","ILBCBS","","","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","1405","HEALTH CARE SERVICE CORPORATION DBA BCBS OF IL","ILBCBS","00621","","Professional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4323","ILBCBS","","","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","5508","BLUE CROSS COMMUNITY FAMILY HEALTH PLAN","ILBCBS","00621","","Institutional","IL","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4353","ILBCBS","","","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","5508","ILLINOIS BLUE CROSS","ILBCBS","00621","","Institutional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4353","ILBCBS","","","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","5508","HEALTH CARE SERVICE CORPORATION DBA BCBS OF IL","ILBCBS","00621","","Institutional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4353","ILBCBS","","","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","1563","ILLINOIS MEDICAID","ILCAID","37-1320188","CS:https://medi.hfs.illinois.gov/truepasssampl e/authenticateuserroamingepf.html\r\nE:http://www.myhfs.illinois.gov/index.html","Institutional","IL","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4352","ILMCDI","ILCAI1","ILCAI1","Medicaid","",,"","Real Time","",""
"No","2488","ILLINOIS MEDICAID","ILCAID","37-1320188","CS:https://medi.hfs.illinois.gov/truepasssampl e/authenticateuserroamingepf.html\r\nE:http://www.myhfs.illinois.gov/index.html","Professional","IL","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","1369","ILMCDP","ILCAI1","ILCAI1","Medicaid","",,"","Real Time","",""
"No","2807","PROFESSIONAL BENEFIT ADMINISTRATORS (OAK BROOK,IL)","ILPBA","36331","E:https://secure.healthx.com//v2app//public/login.aspx?orgkeyid={155be83e-54e4-41cb-a985-7815fe127663}&bc={6010ea3f-3432-42c5-8b6f-87866fb27047}","Professional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","ILPBA1","Commercial/HMO","",,"",,"",""
"No","2950","PROFESSIONAL BENEFIT ADMINISTRATORS (OAKBROOK, IL)","ILPBA","36331","E:https://secure.healthx.com//v2app//public/login.aspx?orgkeyid={155be83e-54e4-41cb-a985-7815fe127663}&bc={6010ea3f-3432-42c5-8b6f-87866fb27047}","Institutional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","ILPBA1","Commercial/HMO","",,"",,"",""
"No","1942","IMCARE","IMCARE","41600","E:https://secure.healthx.com/v3app/publicservice/loginv1/login.aspx?bc=70df3187-0c07-47ad-bfdc-4489e564526c&serviceid=ae2e71da-b6dc-4cec-a754-94083a749a75","Institutional","","E, B","N/A, N","R","No","Yes","Yes","Yes","Yes","No","No","No","4300","IMCARE","","IMCAR1","Commercial/HMO","",,"","Real Time","",""
"No","1942","ITASCA MEDICAL CARE","IMCARE","41600","E:https://secure.healthx.com/v3app/publicservice/loginv1/login.aspx?bc=70df3187-0c07-47ad-bfdc-4489e564526c&serviceid=ae2e71da-b6dc-4cec-a754-94083a749a75","Institutional","","E, B","N/A, N","R","No","Yes","Yes","Yes","Yes","No","No","No","4300","IMCARE","","IMCAR1","Commercial/HMO","",,"","Real Time","",""
"No","3764","ITASCA MEDICAL CARE","IMCARE","41600","E:https://secure.healthx.com/v3app/publicservice/loginv1/login.aspx?bc=70df3187-0c07-47ad-bfdc-4489e564526c&serviceid=ae2e71da-b6dc-4cec-a754-94083a749a75","Professional","","E, B","N/A, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","IMCARE","","IMCAR1","Commercial/HMO","",,"","Real Time","",""
"No","3764","IMCARE","IMCARE","41600","E:https://secure.healthx.com/v3app/publicservice/loginv1/login.aspx?bc=70df3187-0c07-47ad-bfdc-4489e564526c&serviceid=ae2e71da-b6dc-4cec-a754-94083a749a75","Professional","","E, B","N/A, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","IMCARE","","IMCAR1","Commercial/HMO","",,"","Real Time","",""
"No","1412","ANTHEM - CENTRAL, NORTHERN, SOUTHERN","INBCBS","00630","","Professional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","Yes","No","No","4323","INBCBS","","","Blue Cross/Blue Shield","","Unsolicited","Electronic","Real Time","",""
"No","1412","INDIANA BLUE SHIELD","INBCBS","00630","","Professional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","Yes","No","No","4323","INBCBS","","","Blue Cross/Blue Shield","","Unsolicited","Electronic","Real Time","",""
"No","3502","ANTHEM - CENTRAL, NORTHERN, SOUTHERN","INBCBS","00130","","Institutional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","Yes","No","No","4353","INBCBS","","","Blue Cross/Blue Shield","","Unsolicited","Electronic","Real Time","",""
"No","3502","INDIANA BLUE CROSS","INBCBS","00130","","Institutional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","Yes","No","No","4353","INBCBS","","","Blue Cross/Blue Shield","","Unsolicited","Electronic","Real Time","",""
"No","3502","INDIANA COMPREHENSIVE HEALTH","INBCBS","00130","","Institutional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","Yes","No","No","4353","INBCBS","","","Blue Cross/Blue Shield","","Unsolicited","Electronic","Real Time","",""
"No","3226","MAESTRO HEALTH","INBMS","56139","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","4918","MAESTRO HEALTH","INBMS","56139","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1085","MDWISE HOOSIER HEALTHWISE","INCAID","3519M","E:https://secure.healthx.com/mymdwiseprovider.aspx","Institutional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","WISE1","Commercial/HMO","",,"",,"",""
"No","1086","MDWISE HEALTHY INDIANA PLAN","INCAID","3135M","E:https://secure.healthx.com/mymdwiseprovider.aspx","Institutional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","WISE1","Commercial/HMO","",,"",,"",""
"No","1474","INDIANA MEDICAID","INCAID","IHCP","E:https://portal.indianamedicaid.com","Professional","IN","E, B","N/A, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4322","1474","","INCAI1","Medicaid","",,"","Batch","",""
"No","3501","INDIANA MEDICAID","INCAID","IHCP","E:https://portal.indianamedicaid.com","Institutional","IN","E, B","N/A, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4352","3501","","INCAI1","Medicaid","",,"","Batch","",""
"No","8112","MDWISE HOOSIER HEALTHWISE","INCAID","3519M","E:https://secure.healthx.com/mymdwiseprovider.aspx","Professional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","WISE1","Commercial/HMO","",,"",,"",""
"No","8113","MDWISE HEALTHY INDIANA PLAN","INCAID","3135M","E:https://secure.healthx.com/mymdwiseprovider.aspx","Professional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","WISE1","Commercial/HMO","",,"",,"",""
"No","5113","INDEPENDENCE ADMINISTRATORS","INDADM","TA720","","Professional","","N/A, E","N/A, N/A"," ","Yes","Yes","No","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1907","ICARE, INDEPENDENT CARE HEALTH","INDCH","11695","E:https://www.icarehealthplan.org/provider.htm","Institutional","","N/A, B","N/A, N","R","No","Yes","Yes","Yes","No","No","No","No","4350","","","INDCH1","Commercial/HMO","",,"",,"",""
"No","2285","ICARE, INDEPENDENT CARE HEALTH","INDCH","11695","E:https://www.icarehealthplan.org/provider.htm","Professional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","INDCH1","Commercial/HMO","",,"",,"",""
"No","1165","INTERNATIONAL BENEFITS ADMINISTRATORS","INTADM","11329","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","2512","INTERNATIONAL BENEFITS ADMINISTRATORS","INTADM","11329","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","INTM","INTEGRATED MENTAL HEALTH SERVICES","INTMHS","","","","","N/A, E","N/A, N/A"," ","No","No","No","Yes","No","No","No","No","4300","","","","Commercial/HMO","",,"",,"",""
"No","2502","IU HEALTH PLAN MEDICARE ADVANTAGE","IUHLTH","95444","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","5479","IU HEALTH PLAN MEDICARE ADVANTAGE","IUHLTH","95444","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1236","IU HEALTH PLANS (PAYER ID IUHPLNS)","IUHLTP","IUHPLNS","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","4553","IU HEALTH PLANS (PAYER ID IUHPLNS)","IUHLTP","IUHPLNS","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","7261","INTER VALLEY HEALTH PLAN","IVHP","00334","","Professional","","N/A, E","N/A, N/A"," ","Yes","Yes","No","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","8675","INTER VALLEY HEALTH PLAN","IVHP","IVHPA","","Institutional","","N/A, E","N/A, N/A"," ","Yes","Yes","No","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6291","JAI MEDICAL SYSTEMS","JAIMED","JAI01","E:http://www.jaimedicalsystems.com/","Professional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","JAIMD1","Commercial/HMO","",,"",,"",""
"No","8936","JAI MEDICAL SYSTEMS","JAIMED","JAI01","E:http://www.jaimedicalsystems.com/","Institutional","","N/A, B","N/A, N","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","JAIMD1","Commercial/HMO","",,"",,"",""
"No","4523","UNITED HEALTHCARE COMMUNITY PLAN - TENNCARE ONLY","JDHS","87726","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","4523","TENNESSEE UNITEDHEALTHCARE DUAL COMPLETE","JDHS","87726","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","6442","UNITED HEALTHCARE COMMUNITY PLAN - TENNCARE ONLY","JDHS","87726","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","6442","TENNESSEE UNITEDHEALTHCARE DUAL COMPLETE","JDHS","87726","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","1592","JOHN HOPKINS EMPLOYER HEALTH PROGRAMS (EHP)","JHHP","52189","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1592","JOHNS HOPKINS HEALTHCARE","JHHP","52189","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","1592","PRIORITY PARTNERS MCO, EMPLOYEE HEALTH PLAN PPO","JHHP","52189","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","5432","PRIORITY PARTNERS MCO, EMPLOYEE HEALTH PLAN PPO","JHHP","52189","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","5432","JOHNS HOPKINS HEALTHCARE","JHHP","52189","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","5432","JOHN HOPKINS EMPLOYER HEALTH PROGRAMS (EHP)","JHHP","52189","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","4750","JOHNS HOPKINS USFHP","JHUSFP","52123","","Professional","","N/A, E","N/A, N/A","R","No","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","4959","JOHNS HOPKINS USFHP","JHUSFP","52123","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","JNHP","JOHNS HOPKINS ADVANTAGE MD","JNHPS","JNHPS","","","","N/A, E","N/A, N/A"," ","No","No","No","Yes","No","No","No","No","4320","","","","","",,"",,"",""
"No","1544","KAISER PERMANENTE OF THE NORTHWEST","KAISNW","RH002","","Institutional","","E, E","N/A, N/A","R,E","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","KAISNW","","","Commercial/HMO","",,"","Real Time","",""
"No","1544","KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST","KAISNW","RH002","","Institutional","","E, E","N/A, N/A","R,E","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","KAISNW","","","Commercial/HMO","",,"","Real Time","",""
"No","1544","HEALTH SHARE OF OREGON CCO - KAISER PERMANENTE NW","KAISNW","RH002","","Institutional","","E, E","N/A, N/A","R,E","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","KAISNW","","","Commercial/HMO","",,"","Real Time","",""
"No","2266","KAISER PERMANENTE OF THE NORTHWEST","KAISNW","RH002","","Professional","","E, E","N/A, N/A","R,E","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","KAISNW","","","Commercial/HMO","",,"","Real Time","",""
"No","2266","HEALTH SHARE OF OREGON CCO - KAISER PERMANENTE NW","KAISNW","RH002","","Professional","","E, E","N/A, N/A","R,E","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","KAISNW","","","Commercial/HMO","",,"","Real Time","",""
"No","2266","KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST","KAISNW","RH002","","Professional","","E, E","N/A, N/A","R,E","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","KAISNW","","","Commercial/HMO","",,"","Real Time","",""
"No","4419","MISSOURI BLUE SHIELD OF KANSAS CITY","KCBCBS","47171","","Professional","MO","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4303","KCBCBS","","","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","5569","MISSOURI BLUE CROSS OF KANSAS CITY","KCBCBS","47171","","Institutional","MO","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4353","KCBCBS","","","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","4577","KEMPTON GROUP ADMINISTRATORS","KEMCO","73100","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","4577","KEMPTON COMPANY","KEMCO","73100","","Institutional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4350","","","","Commercial/HMO","",,"",,"",""
"No","8435","KEMPTOM GROUP ADMINISTRATORS","KEMCO","73100","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","8435","KEMPTOM COMPANY","KEMCO","73100","","Professional","","N/A, E","N/A, N/A","R","Yes","Yes","Yes","Yes","No","No","No","No","4320","","","","Commercial/HMO","",,"",,"",""
"No","2821","KEY BENEFIT ADMINISTRATORS, INC.","KEYBEN","37217","E:https://kba.e-zbenefits.com/pages/basicwebp/home.aspx","Professional","","E, B","N/A, N","R","No","Yes","Yes","Yes","Yes","No","No","No","4320","KEYBEN","","KEYBN1","Commercial/HMO","0.1",,"","Real Time","",""
"No","2836","KEY BENEFIT ADMINISTRATORS - FT MILL, SC","KEYBEN","37216","","Professional","","E, E","N/A, N/A","R","No","Yes","Yes","Yes","Yes","No","No","No","4320","KEYBEN","","","Commercial/HMO","",,"","Real Time","",""
"No","3249","TRANSCHOICE KEY BENEFIT ADMINISTRATORS","KEYBEN","37284","","Professional","","E, E","N/A, N/A"," ","No","Yes","No","Yes","Yes","No","No","No","4320","KEYBEN","","","Commercial/HMO","",,"","Real Time","",""
"No","4677","TRANSCHOICE KEY BENEFIT ADMINISTRATORS","KEYBEN","37284","","Institutional","","E, E","N/A, N/A"," ","No","Yes","No","Yes","Yes","No","No","No","4350","KEYBEN","","","Commercial/HMO","",,"","Real Time","",""
"No","4933","KEY SELECT","KEYBEN","37321","","Institutional","","E, E","N/A, N/A"," ","Yes","Yes","No","Yes","Yes","No","No","No","4350","KEYBEN","","","Commercial/HMO","",,"","Real Time","",""
"No","5880","KEY SELECT","KEYBEN","37321","","Professional","","E, E","N/A, N/A"," ","Yes","Yes","No","Yes","Yes","No","No","No","4320","KEYBEN","","","Commercial/HMO","",,"","Real Time","",""
"No","7256","KEY SOLUTIONS","KEYBEN","37323","","Professional","","E, E","N/A, N/A","R","No","Yes","Yes","Yes","Yes","No","No","No","4320","KEYBEN","","","Commercial/HMO","",,"","Real Time","",""
